cleaned_comment,vaccine_view,about_doctor_mike,format_criticism,misinformation,emotion_personal_experience,sentiment,toxicity_level
1347 so far no one has given dr mike chance to even talk nor have any of them even tried to prove against his claim they havent asked what lies dr mike is referring to 2048 a lot of did you know a lot of people that didnt learn things when they were younger all the sudden wanting to learn stuff and think they are in some kind of special in the know underground people 2340 again they switch once dr mike starts talking,,positive,,,,positive,non-toxic
it seems like they all start to vote for a new speaker as soon as hes given a chance to respond,,,yes,,,positive,mildly-toxic
an hour in and so far it seems like its more 6 out of 20 available antivaxxers against one doctor lol,skeptic,,,,,positive,mildly-toxic
i wish that they could be fact checked in real time,,,,,,positive,non-toxic
i saw a guy hiking in the mountains alone wearing a mask   that is the fault of our fear wondering greedy medical system making billions out of fearful sheep psychological warfare at its best,,,yes,,,positive,mildly-toxic
that woman said what do they need protection against in the first couple hours of life like are you aware of what happens in a hospital,,,,,,positive,non-toxic
was she forced or not cause dr mike asked if she was forced and she said no about a minute later she said she was forced to get the vaccine,skeptic,neutral,,,,negative,mildly-toxic
this guy is should have been the one in facts position not face,,,,,,neutral,non-toxic
that lady with the rhead was the most unsigned of the group like wtf was the point of her being there when she fully admitted that what ever drive said wouldnt really change her mind,,,,,,positive,non-toxic
wow its a choice get the vaccine or lose your job mention everything yeah sounds like a choice ,skeptic,,,,,positive,mildly-toxic
representing nj when this doctor doesnt have an answer he says its a just  a coincidence ,,,,,,neutral,non-toxic
im sorry im new here can someone explain the point of having ref flags and why they use them as a vote method,,,yes,,yes,negative,mildly-toxic
as soon as we are born they give us the hep b shot so how do we know thats not what caused the seizures,,,,,,negative,non-toxic
yes the guy talking about natural healing and the rockefellers  yes,,,,,,positive,non-toxic
yeah they really should pause the conversation and fact check verbally,,,,,,positive,non-toxic
we should have the choice period,,,,,,neutral,non-toxic
i love how the guy with the funny jacket got hockey mocked in the closing remarks lol,,,,,,positive,non-toxic
i encourage these people to move to places in the world that weren as fortunate as them to even be able to get fascinated regardless of whether they believed they were effective or not  maybe they should trade places with people who want to live a better and healthier life but are unable to solely because of the place they were born,,,,,,positive,non-toxic
girl with red hair cannot be serious,,,,,,negative,non-toxic
the second girl in blue  why did they boot her so fast ,,,,,,positive,non-toxic
dr mike looking a little chubbier than he used to,,neutral,,,,negative,non-toxic
telling a doctor a study done in a foreign and healthier country isnt true without looking up the research is insane lady in the denim jacket already has her mind set is not openminded and will not accept other data then what she wants to believe,,,,,yes,negative,mildly-toxic
these debuts dont understand the difference between asking a question and making an impassioned uninformed speech,,,,,,neutral,non-toxic
he is basically teaching basic science to these people lol,,,,,,positive,non-toxic
the reason why those people are so off is cause they havent learn to be open to ideas so now when one of them tries to speak the others dont even give them a chance  basically they are getting a taste of their own medicine problem is i still dont think they ll even realize any of this,,,,,,positive,non-toxic
there are medical doctors out there who became antivaxxers discussions between them and doc mike would be interesting and we could truly learn something why not be fair,skeptic,neutral,,,,positive,mildly-toxic
the first girl set the tone for how low  intelligent this was going to be,,,,,,positive,non-toxic
du kan ikke ænde dumped i diss mennesker,,,,,,neutral,non-toxic
all this video has proved to me is what i already thought non vaxxers have low iq,skeptic,,,,,neutral,mildly-toxic
omg the third guy was soooooo fringe he was all over the place trying to quickly get in so many different points when in all reality he just wanted to start a racecolonialism debate treating each other better having clean food having media that doesnt lie we all want that for ourselves and our kids but that has nothing to do with the debate at hand which is should we be giving people vaccines or not how hard is it for some of these people to just think rationally and leave their emotions out of it and stay on topic,skeptic,,yes,,,positive,mildly-toxic
the first lady sounds like she made up all the i have a friend i have another friend stories she might have been telling the truth but the tone and the way she speaks makes her sound like those kids in school that used to make up stories on the spot,,,,,,positive,non-toxic
the government is never wrong or make mistakes even when they do they dont,,,,,,positive,non-toxic
doctor mike is supporting science and biology and these other people are talking about politics those are 2 different worlds and politics does tend to override science but that does not make the science claims false,,neutral,,,,negative,non-toxic
how many millions of people have died from the measles vaccine in canada the measles virus was eradicated in 1998 i was born 1984 but as an adult i developed egg allergies and because of that flu vaccines have gone off the table,pro-vaccine,,,,,positive,non-toxic
its easier to fool people than to convince them that they have been fooled,,,,,,neutral,non-toxic
the wealthiest communities in the world are the least fascinated ones,,,,,,negative,non-toxic
which communitiesmistergadomsky4577,,,,,,neutral,non-toxic
mma remember that,,,,,,neutral,non-toxic
these people are insufferable,,,,,,neutral,non-toxic
ive always just thought that anti papers were just scared of needles,,,,,,neutral,non-toxic
bro overtime mike got the chance to respond to a claim everyone raised their hands,,neutral,,,,neutral,non-toxic
i get what you are trying to do i appreciate that this needs to be inclusive but trying to argue with someone that doesnt believe 11  2 is very difficult you do not have the same languageframe of defence but working towards removing the division is absolutely pivotal,,,,,,negative,non-toxic
doctor mike is a part of the depopulation cult and he doesnt even know it,,neutral,,,,neutral,non-toxic
i have a hard time believing that big pharma cares about our safety more than profits  i was in a car wreck in 2001 and to this day in a drawer in my living room i kept the pamphlet my dr gave me explaining that oxycontin is not addictive,,,,,,positive,non-toxic
dr mike is jewish,,neutral,,,,neutral,non-toxic
why not bring 20 doctor anti vaxxer  vs doctor mike,skeptic,neutral,,,,neutral,mildly-toxic
its always i know one person who lol,,,,,,positive,non-toxic
my youngest three children arent fascinated they are completely fine yes because everyone else is,,,,,,positive,non-toxic
props to dr mike for having the nerve to deal with so many selfcentred people at once,,neutral,,,,positive,non-toxic
this is the most vote outs ive seen wtf,,,yes,,,neutral,mildly-toxic
trying to tell a doctor how aids is actually contracted and immediately getting fact checked on screen is an all timer im afraid lmaz,,,,,,negative,non-toxic
i want to see doctor mike in another video with people who arent completely selfcentered cause this passes me off,,neutral,,,,positive,non-toxic
the 1st woman is mental,,,,,,negative,non-toxic
1712,,,,,,neutral,non-toxic
this doctor is so damn intelligent and eloquent got a fan,,,,,,positive,non-toxic
i feel like jubilee didnt give doctor mike and the anti papers enough time to talk per person like i feel like a lot of there conversations were cut short,,neutral,,,yes,neutral,mildly-toxic
their feeling arguments hurt my brain,,,,,yes,neutral,mildly-toxic
the red hair lady was drowning in factchecks  most of these ppl are simply nuts,,,,,,positive,non-toxic
if there is a big pharma trying to profit off our illness why would they also be trying to depopulated the world causing a loss in profit,,,,,,neutral,non-toxic
i actually read and study  to a doctor is crazzyyyyyyyy bro,,,,,,neutral,non-toxic
yes and theyre super loud and force their opinions on others,,,,,,positive,non-toxic
the first mom knows you talk to enough ppl and you put the pieces together,,,,,,positive,non-toxic
they dont even let him address their questions without the group voting to change the debate,,,yes,,,neutral,mildly-toxic
dr mike  paid to support vaccines and big pharma bottom line  timing is interesting in light of the newtoyoutube videos showing from mds the mra technology can cause myocarditis in young males and other groups,skeptic,neutral,,,,positive,mildly-toxic
im a nurse and i would love to follow this whole debate but i couldnt i can not finish this discussion through this format i applaud dr mike for being to patient most of the arguments from the participants are just not objective enough to take serious,,positive,yes,,,positive,mildly-toxic
i wish dr mike had the chance to make his point before the person across from him was voted off,,neutral,yes,,,neutral,mildly-toxic
the pediatric nurse got voted way too quickly the discussion actually was quite interesting,,,yes,,,positive,mildly-toxic
4201 im confused why he said that because he too is not letting her argument influence him although he does try to make it seem like that by saying that he understands but he always comes back to his claims as if he he heard nothing   edit but she is also a little bias,,,,,,negative,non-toxic
dude at 840 was going on a schism rant,,,,,,neutral,non-toxic
get rid of the red flags and have only the timer they do nothing but consistently interrupt conversation,,,yes,,,positive,mildly-toxic
not a single scientific reasoning behind why vaccines are non dangerous and how vaccines actually work wow,pro-vaccine,,,,,negative,non-toxic
how can dr mike with a straight face say that unvaccinated kids would put fascinated kids are risk that statement is so illogical surely it is the unvaccinated kid that is at risk not the kids who have had the vaccine otherwise it kind of just goes against his entire argument that vaccines prevent disease either vaccines work by protecting the fascinated and it then follows that they are at lower risk than unvaccinated kids or the fascinated kids are at more of a risk than the unvaccinated which is it,pro-vaccine,positive,,,,positive,non-toxic
i dont know how dr mike can call the cdc independent review bodies when he probably knows there is a revolving door between the pharma companies and the cdc and when it is the pharma companies that pay the cdc for their independent reviews as well as lobbying government for fewer regulations in essence the pharma companies regulate themselves and review their own drugs to market this is exactly how they have been able to lack transparency and hide data that shows their drugs to be far more harmful than is ever let on just look at how the tackle family were able to manipulate the cdc to label oxycontin as less addictive than other opioids even when they were more than 4 times more addictive this is precisely because of the revolving door between the cdc and big pharma this is exactly what rfk jnr is bringing to an end and it is not before time,,neutral,,,,positive,non-toxic
the entirety of this room is just an echo chamber passive aggressive and just nods to everything being said only one or two of them actually had a meaningful argument and were well spoken its so difficult to have a discourse with people like them and i feel bad for dr mike for sitting there with them trying to provide his professional perspective yet the people are just listening to what they want to hear,,neutral,,,yes,negative,mildly-toxic
classic survivorship bias if it didnt happen to me then it cant happen classic logical fallacy,,,,,,positive,non-toxic
most of them didnt even debate against dr makes quotes they just started ranting about their own experiences with vaccines if my teacher said anti vaccine lies cost lives they would expect me to argument why they arent lies and why it doesnt cost lives not say well my friend had a stroke after taking a vaccine so i feel threatened of course they have valid reasons to distrust vaccines but they need to keep the topic consistent,skeptic,,yes,,yes,positive,mildly-toxic
i bet i can guess who they voted for,,,yes,,,neutral,mildly-toxic
so dr mike gives you a real comparison and you leave voodoo come back   also i wonder if theres antivaxxers that are provide bc how,skeptic,neutral,,,,positive,mildly-toxic
prove it that the  saved over 100 million lives   what a clown this doctor is,,,,,,neutral,non-toxic
there is no such thing as a safe    end of story,,,,,,positive,non-toxic
doctor what led to your mistrust    what a clown,,,,,,neutral,non-toxic
brush even when it comes to young males the affected demographic were talking about 25 cases at most per million doses and the symptoms are generally mild in comparison the risk of developing myocarditis from the sickness itself would be 26 times higher without the vaccine so even when we highlight this particular effect its a weak argument,skeptic,,,,,positive,mildly-toxic
what youre seeing is people leading with emotion rather than medicine  i applaud the doctor for being so patient as well,,,,,,neutral,non-toxic
stop spamming comments pure mapping,,,,,,positive,non-toxic
job application jumpscare,,,,,,neutral,non-toxic
masks dont work thats been proven over and over   face is a virus,,,,,,neutral,non-toxic
seatbelt argument was deflection  not even comparable to something you cannot get out of your body once its in,,,,,,neutral,non-toxic
i love dr mike for doing this but i hate this video,,neutral,,,,negative,non-toxic
the one who sat down about 19 minutes into this video seems to be the most on target ,,,,,,positive,non-toxic
no way some guy said people arent talking about getting the fluoride out of the water when there wasnt fluoride so many people had terrible teeth and it actually helps to have fluoride,,,,,,negative,non-toxic
i worked in a funeral home during the pandemic and didnt take the vaccine and i know people that took it and the families told us that their loved one was just fine until they took the vaccine so ill take my chances ,pro-vaccine,,,,,positive,non-toxic
this doctor isnt the reason all hate your lives guys why so rude,,,,,,strongly_negative,non-toxic
parents who dont want to vaccine have to take their children home and be quarantined when theres an outbreak for some states not all  that should be the case for all states im all for children not having the shots but the sickness shouldnt spread because of that,skeptic,,,,,neutral,mildly-toxic
i actually read and study  that has the same feeling of telling gordon ramsay you can cook a delicious frozen burger on your stove,,,,,yes,positive,mildly-toxic
why would they vote out all the interesting conversations,,,yes,,,positive,mildly-toxic
is it illegal to think in the usa,,,,,,strongly_negative,non-toxic
we should start making conspiracy theories that are actually just the truth and maybe people will catch on,,,,yes,,neutral,highly-toxic
i fully believe in full consent vaccines can cause problems including death so the decision to vaccine or not vaccine is not a decision to be made lightly   my friend lost her baby to the mm it was horrific  they labeled the death side even though her baby never made it home from the doctor appointment,anti-vaccine,,,,yes,negative,highly-toxic
heres a doctor i would never see ,,,,,,neutral,non-toxic
this channels fact checkers are wrong most of the time,,,,,,neutral,non-toxic
strawman,,,,,,neutral,non-toxic
13016 i am afraid for this woman baby,,,,,,strongly_negative,non-toxic
one way we could do that is connecting more with nature where are you finding these idiots oh yeah america,,,,,,negative,non-toxic
follow the money always has nobody ever seen the fugitive,,,,,,neutral,non-toxic
likes we have to share the planet with these idiots  ff,,,,,,strongly_negative,non-toxic
proof give an example,,,,,,neutral,non-toxic
they literally are not you psychopath,,,,,,neutral,non-toxic
i love the people who act like theyre gonna run up to the chair but its obvious they have no intention of making it there ,,,,,,positive,non-toxic
bunch of willfully ignorant people,,,,,,neutral,non-toxic
i cant stand ignorant idiots,,,,,,strongly_negative,non-toxic
what are the flags for,,,yes,,,neutral,mildly-toxic
guy with the funny jacket and the red hair were crackpotesque,,,,,,positive,non-toxic
something i hate about this format is that its so obvious the people just begin to vote the person off as soon as the doc begins giving his rebuttal,,,yes,,,strongly_negative,mildly-toxic
20 antivaxxers project on a doctor,skeptic,,,,,neutral,mildly-toxic
all of them have crazy eyes,,,,,yes,strongly_negative,mildly-toxic
i think i died 20 times when that red hair woman said hiv doesnt cause aids lets have her get hiv and come back to this show,,,,yes,,neutral,highly-toxic
dr mike please fix your posture,,neutral,,,,neutral,non-toxic
i think when the speakers are voted out and 9 flags are raised instead of instantly stopping them from talking they should be given 1 more minute to speak so that any remaining points can be properly touched on and not interrupted a time limit will give the voters what they want while also giving the speakers a final chance to combat with their argument,,,yes,,,positive,mildly-toxic
let the doctor speak this is so frustrating to watch fr,,,,,,strongly_negative,non-toxic
pack of lies trying to increase the profit of big pharma number conscience despicable,,,,,,neutral,non-toxic
the dude who tagged that building must be super proud thats gotta be the worlds lowest graffiti no  lmaz,,,,,,positive,non-toxic
this video is a masterclass in convincing sympathetic listening and addressing people who are less smart and more misinformed hats off to dr mike for holding his ground without making the other side feel lost i believe the people here except the former sheriff who had reasonable points and was amenable had very limited scope of understanding  the reasons behind it would be interesting to know and dr mike showed the best way to deal the situation,,negative,,,yes,positive,mildly-toxic
some of these people are downright crazy xd,,,,,yes,strongly_negative,mildly-toxic
this whole channel is rotten,,,,,,positive,non-toxic
i admire you doctorbut hepatitis b is not spread through utensils give hep vaccine to  newborn assuming that the mother is unknowingly infected with it and once the cord is cut the newborn will be vulnerable to the virus given the fact that its antibodies supply from the mother was cut off give series of shots to boost its natural immunity against itcharooot,skeptic,,,,,negative,mildly-toxic
mike,,neutral,,,,neutral,non-toxic
this one was a tough watch need to change the format the voting system doesnt give the discussion time to breathe,,,yes,,,strongly_negative,mildly-toxic
i know so many of them rolled up their sleeves for an experimental unlicensed and unapproved shot provided by cartels fined billions for fraud and corruption,,,,,,positive,non-toxic
when enough people raise the flags the current person debating with dr mike gets voted out,,neutral,yes,,,neutral,mildly-toxic
gotha thanks  verbalish ,,,,,,positive,non-toxic
absolutely true as any real evidence is deleted as they dont want to know about another doctors input,,,,,,positive,non-toxic
less smart and more misinformed wow watching your kid fall with a seizure after taking a certain vaccine  and then expressing their experiences makes them less smart,skeptic,,,,,positive,mildly-toxic
you give shots to boost natural immunity what a load of total disingenuous nonsense to claim that natural immunity is boosted natural immunity is totally compromised by the shots never da never mr a case study of serious autoimmune adverse events following hepatitis b immunization autoimmunity 2005 june 384 295301 reported to vers,,,,,,negative,non-toxic
mistergadomsky4577 tell me you dont understand the human body without telling me,,,,,,neutral,non-toxic
 jen1  try asking a question that makes sense without telling me,,,,,,neutral,non-toxic
mistergadomsky4577 no youre a waste of time because you have an agenda,,,,,,negative,non-toxic
 jen1  you are a waste of space because you have an agenda,,,,,,negative,non-toxic
4110 weather manipulation weapons is actually an insane take wow,,,,,yes,strongly_negative,mildly-toxic
america lady  we want our freedom of speech back on the internet freedom of speech is law  rest of the world  the internet exists in other countries with different lawsvalues,,,,,,negative,non-toxic
this is painful,,,,,yes,strongly_negative,mildly-toxic
also someone explain to the guy in blue sweater that appealing to experts does not make one an expert especially when it comes to health issues that they do not have any certification for,,,,,,positive,non-toxic
i hope the red haired woman children can escape their mothers thought patterns,,,,,,neutral,non-toxic
never once before in history has vaccine immunity been considered better than naturallyinduced immunity from catching an actual disease and pharma actually sponsors and funds medical school as well as medical textbook publication so all the information doctors learn is from pharma pharma knows that they can give vaccines to everybody because they have been made immune from any liability this also means they have absolutely 0 incentive to actually do the proper research they need to do to make vaccination safe,pro-vaccine,,yes,,,positive,mildly-toxic
sorry dr mike but in this case you are a moon who has not done their actual research none of these vaccines have been properly tested as any other drug or pharmaceutical product not once let alone in the massive combinations they are given in there is so many reasons he is wrong and he obviously has never had a mother who has said something about their child having a major vaccine reaction he has probably said that it is a coincidence these mothers and others here that are vaccinehesitant or anthrax they know what theyre talking about they know the history they know their children and they know what theyre seen,skeptic,neutral,,,yes,negative,mildly-toxic
the amount of fact checks while antivaxxers are speaking is crazy,skeptic,,,,yes,strongly_negative,mildly-toxic
lack of first principles reasoning and logical fallacies are the real pandemic i am not voicing an opinion on the safety or efficacy of vaccines but rather the complete inability of many people to put together a coherent rationale argument bless dr mike for his patience,pro-vaccine,neutral,,,,positive,non-toxic
not sure about the intelligence of these people poor dr mike ,,neutral,,,,strongly_negative,non-toxic
red haired woman said nothing but foolishness  had the fact checker working overtime ,,,,,,neutral,non-toxic
i abssssolutely hate the red flags they wont let him talk and get to his point,,,yes,,,strongly_negative,mildly-toxic
why is there all red flags why cant we have green flags to help bring the people together on a bipartisan agreement to help out this divided world,,,yes,,,negative,mildly-toxic
1 smart person vs 20 dumb,,,,,,negative,non-toxic
jubilee is diabolical for letting some of these people talk on camera to almost 9 million viewers ,,,,,,neutral,non-toxic
wasting all the time talking and when the doctor talks they vote out the person never letting him defend his point or answer questions,,,yes,,,neutral,mildly-toxic
i cant even be amused by how dim these people are anymore  its just disappointing,,,,,,negative,non-toxic
132 looks like her gabschase,,,,,,neutral,non-toxic
1016 bro is mapping,,,,,,neutral,non-toxic
doctor mike say what,,neutral,,,,neutral,non-toxic
of what an insufferable mob of clowns,,,,,,neutral,non-toxic
dude some people there are nuts the african american guy is the prime example of that,,,,,,neutral,non-toxic
3020 a master diverted of answering simple elementary questions a legend of vacuosity the true london is mr michael doc doc ff,,,,,,positive,non-toxic
2410 not every vaccine can create herd immunity but it can create herd protection the grand fallacy of ambiguity and double speak and many others its so self explanatory does mr doc see his error  doc be tripping the hard trip,skeptic,,,,,positive,mildly-toxic
this doc be tripping all sheeeeeeiiiii,,,,,,neutral,non-toxic
arguing with antivaxxers is like arguing with children about whether the tooth fairy is real i know that the tooth fairy is real since i get a dollar each time i lose a tooth,skeptic,,,,,positive,mildly-toxic
well done dr mike,,neutral,,,,neutral,non-toxic
they dont make one brain cell all together,,,,,,neutral,non-toxic
first thank you doctor mike for the education to people that dont get the correct information also so excited for this let me get my popcorn its about to be a show,,neutral,yes,,,positive,mildly-toxic
the best person that has ever been in the hot seat at surrounded i usually get so stressed out at these videos because the debate gets too heated acting with the understanding and science dr mike does is literally the best method,,neutral,yes,,,positive,mildly-toxic
imagine the preparation of these antivaxxers hhh im gonna get dr mike on these points   ill bet hes never heard of this random study that i heard about on infomark im gonna get him   i cant wait to see the look on his face when i tell him about this one time this one thing happened and that caused something bad to happen dr mike is in for it today,skeptic,neutral,,,,strongly_negative,mildly-toxic
this dude at the 56 minute mark is an aspiring actor just wants any platform he can get to show how capable he is ,,,,,,positive,non-toxic
ive never seen one of these before but how do they recruit for it do they put out a casting call for crazy people,,,,,yes,strongly_negative,mildly-toxic
in my opinion audience should be allowed to vote another audience member but the doctor should have recent time to answer now it felt like the audience didnt even wanna hear what the doctor had to say,,,yes,,,neutral,mildly-toxic
her anecdotal stories are absolute nonsense,,,,,,positive,non-toxic
boy do anti vaxxers make me feel smart,skeptic,,,,yes,positive,mildly-toxic
1125 shut it down people this dude said treating each other with respect and free media prevents diseases,,,,,,positive,non-toxic
correlation does not equal causation,,,,,,neutral,non-toxic
i must say i had a huge prejudice against people who are antivaccines  seeing them debate has clarified how this scepticism emerged and made it look less unreasonable  i see two main causes for their opinions 1 scientific illiteracy especially concerning statistics 2 complete distrust of the government im afraid i wouldnt trust us government if i lived there either particularly not with that lunatic presiding it now still from distrust to believing conspiracy theories there is a long way to go,skeptic,,yes,yes,,negative,highly-toxic
nelle is afraid of vaccines but not the byproduct of the botulinum bacteria being injected into her face,skeptic,,,,,strongly_negative,mildly-toxic
yo red hair girl is legit fact checked for every single point  like how do you get yourself so misinformed ,,,,,,negative,non-toxic
that red haired woman is probably giving the anthrax community a bad rep by existing,,,,,,strongly_negative,non-toxic
get those flags out of the find episodes,,,yes,,,neutral,mildly-toxic
it surprised me how quickly they voted people out,,,yes,,,positive,mildly-toxic
why tf they voting each other out so fast seems to me like they dont care to learn even from their own kind they all just want a chance to talk so they can prove how smart they are for attention or whatever its sad,,,,,yes,positive,mildly-toxic
cool doctor ,,,,,,positive,non-toxic
some of these people are well jubilee has a level of responsibility to not exploit vulnerable people,,,,,,strongly_negative,non-toxic
people do not know what the impact is on the human genome not only at a personal level but at the human level   when you vaccine nearly every person adults childrens all people groups and ages all over the world your are in essence declaring war on a virus  now every person has a different health level and some had already had dormant viruses which can  shame on him if he does not know about the nih and patents  you cant say your are informed if your not informed   ask him about mothers of des daughters   asking about the dengavax in philippines  come on,skeptic,,,,,positive,mildly-toxic
if you went on to cars during the pandemic you could see all the reported incident of van some were injured severely others died   people would get a shot some had immediate life changing reactions of stroke ca gb  the unlucky death,,,,,,neutral,non-toxic
charlie kirk ah vid,,,,,,neutral,non-toxic
when has america ever been healthy fr lets all go review the epidemiological transition people,,,,,,positive,non-toxic
nah thé hiv statement ole girl made sent me theres no way lmaz,,,,,,neutral,non-toxic
no vaccines but lip filler  book  yes,skeptic,,,,,neutral,mildly-toxic
i had to stop at the multicolored shirt guy the combined iq from theses skeptics is about 2 points higher than a baked potato from what i witnessed there was a disservice done to these people and our educational systems failed them most probably believe in obs and a flat earth and think wiki heals what a sad sorry bunch of intelligence no wonder aliens havent made contact theres probably a giant space signpost with a detour sign surrounding our planetary system,,,yes,yes,yes,negative,highly-toxic
la idea era debate y escucharse pero stop antivacunas preguntan hallan y undo él response cabin la presenta,,,yes,,,neutral,mildly-toxic
these comments are cooked believing the funded scientists and corrupt medical education,,,,,,negative,non-toxic
all the scientists and doctors are bought out the real doctors online were against vaccines,skeptic,,,,,positive,mildly-toxic
only an american would sit opposite a doctor and tell them well ive done my own medical research and youre wrong,,,,,,positive,non-toxic
no matter what country its still the same system denmark or whatever,,,yes,,,neutral,mildly-toxic
he studied to be a doctor by the rockefeller system which controls all education so hes just indoctrinated by that system,,,yes,,,neutral,mildly-toxic
vers is just the tip of the iceberg,,,,,,neutral,non-toxic
theyre bots,,,,,,neutral,non-toxic
the real doctors online  lol,,,,,,positive,non-toxic
t_dragon7777yeh they were censored,,,,,,neutral,non-toxic
 joeljacobsfitness7493 the real doctors online  lol,,,,,,positive,non-toxic
doctors are indoctrinated,,,,,,neutral,non-toxic
imagine getting a vaccineeat healthy,skeptic,,,,,positive,mildly-toxic
this guys patience is off the scale  champion listener,,,,,,neutral,non-toxic
listening to these people is making my brain melt,,,,,,neutral,non-toxic
i cant believe how they dont let him talk and just lift flags after the anti later stops talking,,,yes,,,neutral,mildly-toxic
this video is awesome because its 80 minutes of misinformation and 10 minutes of dr mike just trying to get through it ,,neutral,yes,,,positive,mildly-toxic
the guy with the colorful jacket just said a bunch of nothing he speaks like he knows so much but he just be spitting out a bunch of big words to seem smart,,,,,,positive,non-toxic
if someone makes a poorly designed airing for a vehicle it doesnt make me antiairbag to point it out it also doesnt mean all airways are bad however if there is a bunch of laws preventing manufacturers of airways from being held liable for producing an unsafe product why should it be surprising to find a significant portion of the population resistant to trusting them,,,,,,negative,non-toxic
this is basically like a conversation between a dad and his kids on why they have to wear a helmet when skateboarding or riding a bike ,,,,,,neutral,non-toxic
this format is very unsettling because most of the time people have to leave their chair without the answer because of the flags i think after flags were raised the doctor should at least answer the last question made instead of allowing the person to leave the chair without an answer ,,,yes,,,negative,mildly-toxic
hep b is not transmitted through food water or children sharing eating utensils,,,,,,neutral,non-toxic
do you also love the patients that did their own research and never show up to your or any other office to get fascinated,,,,,,positive,non-toxic
the reality is that dr mike is not a published vaccine researcher hes never authored a vaccine study nor does he carefully review vaccine studies or cdc publications with his followers he is primarily an entertainment personality regurgitating talking points of pr campaigns lying by omission is still lying,skeptic,neutral,,,,positive,mildly-toxic
oh the smugness of these running rulers,,,,,,neutral,non-toxic
im sorry but the first girl looked insane,,,,,yes,strongly_negative,mildly-toxic
this format needs to change get rid of the flags or dont let the flags be raised when the surrounded person is talking or making their point most of the time the main speaker is getting cut off its very frustrating,,,yes,,,positive,mildly-toxic
id how he is so calm but i applaud his patience,,,,,,positive,non-toxic
representation of infinite patience,,,,,,neutral,non-toxic
the organizers did well in choosing the color of the flags those people are walking red flags,,,yes,,,neutral,mildly-toxic
the tragedy in that video is that the majority of the people that spoke didnt went there to learn something or to just listen  the doctor and disagreethey went there just to say what they believe it is funny but they just when there for a free psychological therapy session,,,,,,positive,non-toxic
some of this logic with vaccines being deadly is something my family member took the vaccine and then bamthey died the bus that hit them had nothing to do with it,skeptic,,,,,negative,mildly-toxic
the  wont be happy to see you questioning them,,,,,,positive,non-toxic
you shouldnt be resistant to trusting airways  you should find out which manufacturer is having issues or recalls and not purchase that product,,,,,,neutral,non-toxic
 undystains1103  i agree now try to answer the question i asked,,,,,,neutral,non-toxic
excellent analysis of this scenario,,,,,,positive,non-toxic
it doesnt take a researcher to easily debut anti vac claims most average does can debut these people mike has more than enough expertise by going through medical school if you disagree you need to supply an example of something he said that was wrong,,neutral,,,,positive,non-toxic
 uranium2  no we do not have  to supply an example of something he said that was wrong we simply have to observe what none5662 said about his involvement in vaccine trials or studies,skeptic,,,,,negative,mildly-toxic
 uranium2  i already have there are children who get it hep b from sharing food utensils  hep b is not transmitted through saliva or sharing eating utensils,,,,,,neutral,non-toxic
would you believe the consensus from all of the top peerreviewer vaccine researchers from around the globe anyway  i would ask the same about immunologists and biologists also from all around the globe,skeptic,,,,,positive,mildly-toxic
 laxpaint  certainly and also publications based on the findings of those top peer reviewed researches from around the globe such as published by who cdc cochrane review ect   for example who states that ipv does not prevent the spread of poliovirus   cdc states 15 of persons lose detectable measles specific antibody within the 16 years following vaccination   bu school of public health states 50 of the population is colonized with pertussis resurgence of shooting cough may owe to vaccines inability to prevent infections ect   do you have any items of consensus by top peer reviewed researchers that you could share with me,pro-vaccine,,,,,positive,non-toxic
nah hundred percent it sensed the vaccine  im sorry for your loss,skeptic,,,,yes,strongly_negative,mildly-toxic
4244 she lost all credibility when she said aids doesnt come from hiv but then adding also stating that she reads as a justification for not trusting a medical professional what is she reading,,,,,,positive,non-toxic
rfk jr is not a health expert in any aspect and its insulting to anyone who is a true expert to even call him one rfk jr is not someone who is rational nor uses basic common sense if he did he would know better to trust doctors and medicine and also know better than to align himself with a selfserving felon who will always put money before people,,,,,,positive,non-toxic
i respect everyone here they dont shout scream and even pushing opinions but only speak their own opinions,,,,,,positive,non-toxic
nah health car denies my culture like wtf,,,,,,strongly_negative,non-toxic
the consort of 21st century speaking  i wish these people could go back and experience the world without vaccines,skeptic,,,,,neutral,mildly-toxic
bless you doctor you were so sympathetic and patient no matter how some of them were so rude to you like it is your fault for everything that happened disappointment they couldnt let you speak more and provide your point of view along with facts,,,,,,positive,non-toxic
bro u know its bad when the room of antivaxxers is trying to contain their laughter when you look a doctor in the eye and say that hiv doesnt cause aids,skeptic,,,yes,,strongly_negative,highly-toxic
these people do not understand how to argue a point  just sewing points inherently did anyone catch the cop said when i was law enforcement,,,,,,neutral,non-toxic
autism very much exists in japan mental health care doesnt i should know i live here,,,,yes,,positive,highly-toxic
does dude in the glasses and bun never work or what hes in every debate on here ,,,yes,,,neutral,mildly-toxic
doctor mike  please list the ingredients of the vaccines  these crazy people say that aluminum and mercury is in the vaccines along with fertile tissue   they must be absolutely cutters   what is in the vaccines,skeptic,neutral,,,yes,negative,mildly-toxic
what a shift program they are only ever able to get parkway through their conversation so there is nothing valuable here,,,,,,positive,non-toxic
1 sane person vs 20 insane people,,,,,yes,strongly_negative,mildly-toxic
they arent even talking about vaccines their main focus is the mistrust in corporations the government and covers by corporations,skeptic,,,,,positive,mildly-toxic
i can clearly tell that the doctor was annoyed that they kept interrupting he wanted to give a full answer that would satisfy the other person,,,,,,negative,non-toxic
